family,title,abstract,applicants,inventors,dates,classes
59381696,"HERV-E REACTIVE T CELL RECEPTORS AND METHODS OF USE","Disclosed herein are T cell receptors (TCRs) capable of binding an antigen expressed by renal cell carcinoma cells. In some examples, the TCRs include an a chain (such as SEQ ID NO: 2) and a β chain (such as SEQ ID NO: 3). Also disclosed herein are vectors including nucleic acids encoding the disclosed TCR a and/or β chains. Further disclosed are modified T cells expressing the TCRs. In some examples, the modified T cells are prepared by transducing T cells with a vector including nucleic acids encoding the TCR a chain and the TCR β chain. In some embodiments, methods include treating a subject with RCC, by obtaining a population of T cells, transducing the population of T cells with a vector including a nucleic acids encoding the TCR a chain and the TCR β chain, and administering a composition comprising the modified T cells to the subject.",us health[us]; univ loyola chicago[us],childs richard w[us]; nishimura michael i[us]; cherkasova elena a[us],20180104,A61K35/17;A61K35/17;A61K35/17;A61P35/00;C07K14/005;C07K14/4748;C07K14/7051;C07K14/7051;C07K14/7051;C07K14/70596;C12N5/0636;C12N15/85;C12N15/85;C07K14/005;C07K14/4748;C12N2501/2302;C12N2501/2315;C12N2501/51;C12N2501/515;C12N2510/00;C12N2740/10041
41091200,"T CELL RECEPTOR FUSIONS AND CONJUGATES AND METHODS OF USE THEREOF","Featured is T cell receptor complexes designed to redirect the immune system against various diseases. The T cell receptor complexes of the invention have been engineered to recognize target antigen in a functionally bispecific nature. Fusion protein complexes and protein conjugate complexes are comprised of high affinity antigen-specific TCR and biologically active proteins and/or effector molecules. Also featured is methods of production of T cell receptor fusion and conjugate complexes as well as therapeutic compositions for use of the complexes.",altor bioscience corp[us],wong hing c[us]; rhode peter[us]; zhu xiaoyun[us],20150319,C07K14/535;C07K14/535;C07K14/55;C07K14/55;C07K14/56;C07K14/565;C07K14/7051;C07K14/7051;C07K16/46;A61K38/00;A61K2039/505;C07K2317/622;C07K2319/00;C07K2319/32
51298958,"ANTI-HUMAN PAPILLOMAVIRUS 16 E6 T CELL RECEPTORS","Disclosed is a T cell receptor (TCR) having antigenic specificity for an HLA-A2-restricted epitope of human papillomavirus (HPV) 16 E6, E629-38. Related polypeptides and proteins, as well as related nucleic acids, recombinant expression vectors, host cells, and populations of cells are also provided. Antibodies, or an antigen binding portion thereof, and pharmaceutical compositions relating to the TCRs of the invention are also provided. Also disclosed are methods of detecting the presence of a condition in a mammal and methods of treating or preventing a condition in a mammal, wherein the condition is cancer, HPV 16 infection, or HPV-positive premalignancy.",us health[us],hinrichs christian s[us]; rosenberg steven a[us],20150122,C07K14/7051;A61K38/00;C07K2319/00;A61K35/17;C07K16/2809;G01N33/566;C07K2317/34;G01N2333/7051;G01N2800/7028
41258441,"T CELL RECEPTORS AND RELATED MATERIALS AND METHODS OF USE","The invention provides an isolated or purified T cell receptor (TCR) having antigenic specificity for a cancer antigen, e.g., a renal cell carcinoma antigen, wherein the TCR recognizes the cancer antigen in a major histocompatibility complex (MHC)-independent manner. Also provided are related polypeptides, proteins, nucleic acids, recombinant expression vectors, isolated host cells, populations of cells, antibodies, or antigen binding portions thereof, and pharmaceutical compositions. The invention further provides a method of detecting the presence of cancer in a host and a method of treating or preventing cancer in a host using the inventive TCRs or related materials.",us health[us],wang qiong j[us]; hanada kenichi[us]; yang james c[us],20110505,A61K35/17;C07K14/70503;C07K14/7051;C07K14/7051;C12Q1/6886;G01N33/6893;A61K38/00;A61K38/00
30129780,"Therapeutically Useful Molecules","A T cell receptor molecule (TCR) containing an alpha chain portion and a beta chain portion wherein the alpha chain portion contains three complementarily determining regions (CDRs): CDR1α: SSYSPS CDR2α: YTSAATL CDR3α: VVSPFSGGGADGLT or comprising or consisting of SPPSGGGADGLT and the beta chain portion contains three complementarity determining regions (CDRs): CDR1β: DFQATT CDR2β: SNEGSKA CDR3β: comprising SARDGGEG or comprising or consisting of RDGGEGSETQY, or wherein up to three amino acid residues in one or more CDRs are replaced by another amino acid residue. The invention also includes polynucleotides encoding the TCR molecules, and host cells containing the said polynucleotides. Patient derived T cells may have the polynucleotides encoding the TCR molecules introduced therein, and the engineered T cells may be introduced into the patient in order to combat a WT1-expressing malignancy.",imp innovations ltd[gb],stauss hans j[gb]; gao liquan[gb]; xue shao-an[gb],20111110,A61K35/17;C07K14/7051;C07K14/7051;C12N5/0636;C12N7/00;C12N15/86;C12N2740/10043
45874349,"MULTIMERIC IL-15 SOLUBLE FUSION MOLECULES AND METHODS OF MAKING AND USING SAME","",altor bioscience corp[us],wong hing c[us]; rhode peter[us]; liu bai[us]; zhu xiaoyun[us]; han kai ping[us],20140218,A61K31/00;A61K35/17;A61K38/00;A61K38/04;A61K38/16;A61K38/17;A61K38/1793;A61K38/1793;A61K38/2086;A61K38/2086;A61K39/00;A61K39/3955;A61K45/06;A61K45/06;C07K14/001;C07K14/075;C07K14/54;C07K14/5443;C07K14/5443;C07K14/5443;C07K14/7051;C07K14/7155;C07K14/7155;C07K14/7155;C07K14/7155;C07K16/18;C07K16/2887;C07K16/2887;C07K19/00;C12N5/0693;C12N15/09;C12N15/09;C12N15/62;C12N15/62;C12N15/62;C12N15/63;C12P21/00;A61K38/00;A61K38/00;C07K2317/622;C07K2317/622;C07K2317/732;C07K2317/732;C07K2319/00;C07K2319/21;C07K2319/21;C07K2319/22;C07K2319/22;C07K2319/30;C07K2319/30;C07K2319/30;C07K2319/30
53180203,"ENGINEERED HIGH-AFFINITY HUMAN T CELL RECEPTORS","T cell receptors (TCRs) that have specificity for the WT1 antigen are provided. The TCRs include higher affinity TCRs that were engineered through the generation of mutational libraries of TCRs in a single-chain format, followed by selection for improved stability and affinity on the surface of yeast (i.e. directed evolution). In embodiments, the TCRs can be used in soluble form for targeted delivery in vivo, or as genes introduced into T cells in an adoptive T cell setting.",univ illinois[us]; hutchinson fred cancer res[us],smith sheena n[us]; harris daniel t[us]; kranz david m[us]; schmitt thomas m[us]; greenberg philip d[us],20150528,A61K35/17;A61K38/177;A61K38/1774;C07K14/4747;C07K14/4747;C07K14/7051;C07K14/7051;C12N5/0636;A61K38/00;A61K38/00;C07K2317/565;C07K2317/565;C07K2317/622;C07K2317/622;C07K2317/73;C07K2317/73;C07K2317/92;C07K2317/92
50683754,"TUMOR SPECIFIC T-CELL RECEPTORS","The present invention relates to a method for the production of novel T-cell receptors (TCR) which provide a reduced risk of adverse events in immune therapy, specifically in adoptive T cell transfer. The TCRs produced according to the method of the invention are specific for tumor cells and do not react with healthy tissue. Furthermore provided are nucleic acids encoding the TCR of the invention, vectors and host cells comprising the TCRs of the invention as well as their use is the treatment of tumorous diseases.",max delbrück ct für molekulare medizin mdc berlin buch[de],blankenstein thomas[de]; willimsky gerald[de],20140605,C07K14/7051;C07K14/4748;A61K39/0011;A61K38/00
55133160,"PEPTIDES DERIVED FROM KITA-KYUSHU LUNG CANCER ANTIGEN (KKLC1, CT83, CXORF61) AND COMPLEXES COMPRISING SUCH PEPTIDES BOUND TO MHC MOLECULES","The present invention relates to novel peptides derived from Kita-kyushu lung cancer antigen 1 (CT83), complexes comprising such peptides bound to recombinant MHC molecules, and cells presenting said peptide in complex with MHC molecules. Also provided by the present invention are binding moieties that bind to the peptides and/or complexes of the invention. Such moieties are useful for the development of immunotherapeutic reagents for the treatment of diseases such as cancer.",immunocore ltd[gb]; adaptimmune ltd[gb],powlesland alex[gb]; chillakuri chandramouli[gb]; sangani dhaval[gb]; hood graham[gb]; popa alina[gb],20210429,A61K35/17;A61K38/03;A61K38/03;A61K38/1774;A61K38/1774;A61K39/0011;A61K39/0011;A61P35/00;A61P35/00;C07K14/4748;C07K14/4748;C07K14/7051;C12N15/62;C12N15/62;C12N15/79
60302443,"융합 단백질을 이용하는 T-세포 수용체 리프로그래밍을 위한 조성물 및 방법","",tcr2 therapeutics inc[us],baeuerle patrick; sieczkiewicz gregory; hofmeister robert,20190529,A61K39/0011;A61K39/001168;A61P35/00;A61P35/00;A61P35/00;C07K14/4748;C07K14/4748;C07K14/4748;C07K16/18;C07K16/18;C07K16/28;C07K16/28;C07K16/28;C07K16/28;C07K16/30;C12N5/0638;C12N5/0638;C12N5/0638;C12N5/0646;C12N5/0646;A61K2039/505;A61K2039/505;A61K2039/505;A61K2039/572;A61K2039/572;A61K2039/572;A61K2039/585;A61K2039/585;A61K2039/6006;A61K2039/6006;A61K2039/6006;C07K2317/24;C07K2317/569;C07K2317/70;C07K2317/70;C07K2317/70;C07K2319/00;C07K2319/00;C07K2319/02;C07K2319/02;C07K2319/03;C07K2319/03;C07K2319/03;C07K2319/03;C07K2319/035;C07K2319/30;C07K2319/30;C07K2319/33;C07K2319/33;C07K2319/33;C07K2319/70;C07K2319/70;C07K2319/70
40955335,"Methods and compositions for tumor vaccination and therapy","The present invention relates to peptide vaccines, pharmaceutical compositions thereof, and associated methodologies that promote the immune-mediated regression of tumors expressing an onconeural antigen, e.g. a cdr-2 antigen, HuD antigen. The cancer peptide vaccines of the present invention are antigenic peptides capable of being faithfully presented on the MHC I complex of a target cell or antigen presenting cell. This external cellular presentation of these peptides promotes a specific cytotoxic T lymphocyte (CTL)-mediated immune response against tumor cells expressing these proteins, thereby, inducing immunological reactivity.",darnell robert b[us]; univ rockefeller[us],darnell robert b[us],20130924,A61K39/0011;A61K39/0011;C07K7/06;C07K7/06;C07K14/4748;C07K14/4748;A61K2035/122;A61K2035/122
40834242,"BIFUNCTIONAL POLYPEPTIDES","PROBLEM TO BE SOLVED: To provide constructs in which a therapeutic agent is fused to the N terminus of a peptide-MHC binding partner to locate ahead of one of the variable regions, which is contradicting the assumption that a therapeutic agent positioned at the N terminus interferes with binding of the antibody or TCR to the pMHC complex to reduce binding efficiency.SOLUTION: The invention provides a bifunctional polypeptide comprising a binding partner specific to a peptide-MHC epitope, for example, an antibody or T cell receptor (TCR), and an immune effector such as an antibody or cytokine, where the immune effector moiety is conjugated to the N terminus of the peptide-MHC binding moiety. Preferably, the immune effector polypeptide is an antibody that specifically binds to an antigen presented by a T cell, more preferably, the antibody of specific binding is an scFv antibody, further more preferably is an anti-CD3 antibody, particularly preferably, OKT3, UCHT-1, BMA031 or 12F6.SELECTED DRAWING: None",immunocore ltd,jakobsen bent karsten; annelise brigitte vuidepot; li yi,20170622,A61K47/6425;A61K47/6849;C07K14/7051;C07K16/2809;C07K16/46;A61K38/00;C07K2317/622;C07K2317/73;C07K2319/33
55133144,"PEPTIDES DERIVED FROM P ANTIGEN FAMILY MEMBER 2 (PAGE2)","The present invention relates to novel peptides derived from P antigen family member 2 (PAGE2), complexes comprising such peptides bound to recombinant MHC molecules, and cells presenting said peptide in complex with MHC molecules. Also provided by the present invention are binding moieties that bind to the peptides and/or complexes of the invention. Such moieties are useful for the development of immunotherapeutic reagents for the treatment of diseases such as cancer.",immunocore ltd[gb]; adaptimmune ltd[gb],powlesland alex[gb]; sun meidai[gb],20181206,C07K7/06;C07K14/47;C07K14/70539;C07K14/70539;A61K38/00
40122019,"FUSION MOLECULES AND IL-15 VARIANTS","PROBLEM TO BE SOLVED: To provide soluble fusion protein complexes and interleukin (IL-15) variants that have therapeutic and diagnostic use, and methods for making such proteins.SOLUTION: Human IL-15 (hIL-15) variants comprise substitution of D to A at position 61 or N to R at position 72 in the amino acid sequence of mature hIL-15 represented by a specific sequence. The hIL-15 variants is isolated hIL-15 variants having decreased binding activity for IL-15RβγC receptors compared to native IL-15 polypeptide. Nucleic acid sequences encode the hIL-15 variants. Pharmaceutical compositions for stimulating immune responses in a mammal contain IL-15 variants.",altor bioscience corp,wong hing c; lord peter; zhu xiaoyun; kai-ping han,20140626,A61K38/1774;A61K38/1793;A61K38/2086;C07K14/5443;C07K14/7155;C12N15/09;C12N15/62;A61K38/00;C07K2319/00;C07K14/7051;C07K16/28;G01N33/56977;C07K16/18;C12P21/00;C07K2319/31;C07K2319/33;C07K2319/74;C07K2319/75
37053744,"","",,,20080904,C07K14/7051;A61K47/6425;A61K38/00;C07K14/705
74211262,"METHOD TO ISOLATE TCR GENES","The present disclosure provides methods to recover repertoires of T cell receptors (TCRs). In some embodiments, TCR repertoires are recovered from non-viable samples. In some embodiments, libraries of TCRaβ pairs are created. In some embodiments, the methods disclosed are used for cancer immunotherapy or diagnostic purposes. Described herein, in some embodiments, are methods of identifying nucleotide sequences encoding T cell receptor a (TCRα)- and TCRβ-chains from a combinatorial library of nucleic acids.",neogene therapeutics b v[nl],schumacher antonius[nl]; linnemann carsten[nl]; kuilman thomas[nl]; bendle gavin[nl]; gadiot jules[nl]; van heijst jeroen[nl]; gomez-eerland raquel[nl]; schrikkema deborah[nl],20210121,A61K39/0011;A61K39/0011;A61P35/00;A61P35/00;A61P37/02;C12N5/0636;C12N5/0638;C12N15/1058;C12N15/1058;C12Q1/6881;C12Q1/6881;C40B50/00;A61P37/02;C12N2510/00
